Task Name;Predecessor Task;Task Status;PIC ECU;ResponsibleRoleName;Process Link in Plib;Artifact Name;Link to Artifacts;LinkedMilestone;Description;Timely relation to milestone [working days];PLib-Version;Effort[ph];Task ID;additionalArtifacts;Study Project;SWaaP;Option: Product licensed to customer?;Option: External Suppliers in the (Sub)project?;Option: RB internal SW-Supplier which does not follow PS-EC guidelines (except BSW supply);Option: Endeavour is a Innovation Topic;Option: OBD responsibility is at RB;Option: Config Management strategy is different to generic one;Option: SW Sharing done in Project;Option: Project is not a successor project;Option: Security relevant Requirements exist;Option: ASIL D;Option: ASIL C;Option: ASIL B;Option: ASIL A;Option: QM;Option: EDC17 Project;Option: SWaaP is a customer project
PMP: Create and release the Project Management plan for the ECU projects (including sub-project);Project_Setup_004,   Project_Setup_005, PMP_003;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Project Management Plan;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Management+Work+Products%7CProject+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0,QGP0,SW-QGP0;;0;5.6;42;PMP_002;;A,B,C,D;A,B,C,D,E;;;;;;;;;;;;;;;;
Innovation: Evaluate the Business Ideas in a Pre-Study;Innovation_005;Valid;A,B,C,D;IM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Pre-Study+%26+Business+Idea+Evaluation&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;NE Technical Roadmap (NE TR);https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=NE+Technical+Roadmap+%28NE+TR%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;IG2;;0;5.8;228;Innovation_007;;A,B,C,D;;;;;Y;;;;;;;;;;;;
Innovation: Prepare and perform IG2;Innovation_007;Valid;A,B,C,D;IM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Pre-Study+%26+Business+Idea+Evaluation&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;IG2-BO Checklist;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=IG2-BO+Checklist&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;IG2;;0;5.8;93;Innovation_006;;A,B,C,D;;;;;Y;;;;;;;;;;;;
Innovation: Prepare and perform IG1;Innovation_003;Valid;A,B,C,D;IM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=NE+Technical+Roadmap+%28NE+TR%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;IG1_Checklist;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=IG1+Checklist&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;IG1;;0;5.8;93;Innovation_005;;A,B,C,D;;;;;Y;;;;;;;;;;;;
Innovation: Prepare and perform IG0;Innovation_001;Valid;A,B,C,D;IM;;;;IG0;no template existent;0;5.8;93;Innovation_004;;A,B,C,D;;;;;Y;;;;;;;;;;;;
Innovation: Pre-Evaluate the ideas;Innovation_002;Valid;A,B,C,D;IM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=NE+Technical+Roadmap+%28NE+TR%29&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Challenge_List;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Challenge+List&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;IG1;;0;5.8;60;Innovation_003;;A,B,C,D;;;;;Y;;;;;;;;;;;;
Innovation: generate the ideas actively and systematically;Innovation_004;Valid;A,B,C,D;IM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Idea+Generation&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Idea;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Idea&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;IG1;;0;5.8;187;Innovation_002;Challenge_List;A,B,C,D;;;;;Y;;;;;;;;;;;;
Innovation: Define and prioritize clear innovation goals and search fields, based on strategic planning of the business unit.;NA;Valid;A,B,C,D;IM;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Innovation+Strategy+%26+Search+Fields&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;Innovation Goals;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=Innovation+Goals&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;IG0;;0;5.8;228;Innovation_001;Innovation_Strategy,Search_Fields;A,B,C,D;;;;;Y;;;;;;;;;;;;
FMEA: Track the FMEA open items to closure. Create revision of FMEA if required;NA;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CPreventive+Quality%2C+Reliability+%26+Safety+Methods%7CFMEA%7CFMEA+Action+Tracking+and+Update&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Design FMEA ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CDesign+FMEA+ECU&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGF,SW-QGC4;;0;5.6;4;FMEA_008;;;;;;;;;;;;;;;;;;;
FMEA: Summarize risks and create the Cover Sheet with all required information. Review and obtain workon approval;FMEA_008;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CPreventive+Quality%2C+Reliability+%26+Safety+Methods%7CFMEA%7CFMEA+Creation+%26+Release+%28ECU%29%7CFMEA+Release&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Design FMEA ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CDesign+FMEA+ECU&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC4,SW-QGF,QGP2,SW-QGP2,SW-QGB;;0;5.6;2;FMEA_007;;;;;;;;;;;;;;;;;;;
FMEA: Plan customer presentation of FMEA, get the slides reviewed and approved and present FMEA to Customer;FMEA_007;Valid;A,B,C,D;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CPreventive+Quality%2C+Reliability+%26+Safety+Methods%7CFMEA%7CFMEA+Creation+%26+Release+%28ECU%29%7CCustomer+Presentation&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;FMEA Customer Presentation;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CFMEA+Customer+Presentation&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGF,SW-QGC4;;0;5.6;4;FMEA_005;;;A,B,C,D,E;;;;;;;;;;;;;;;;Y
FMEA: Create master data for the FMEA in the FMEA database;PMP_002, Project_Setup_003;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CPlan+%26+Carry+out+functional+safety+%28ISO+26262%29+related+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Design FMEA ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CDesign+FMEA+ECU&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;SW-QGC0;;0;5.6;1;FMEA_003;;;A,B,C,D,E;;;;;;;;;;Y;Y;Y;Y;Y;;
FMEA: Conduct the FMEA and integrate the adapted HW and SW FMEA parts into Design FMEA ECU. Evaluate and identify important tasks;NA;Valid;A,B,C,D,E;SW SD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CProduct+Safety%7CFMEA%7CFMEA+Creation+or+Update%7CMaintain+Product+FMEA+ECU+in+IQ-FMEA&projectName=Root%7CLibs%7CEngine+ECU%7CPiloting+Area+-+DGS-EC+Product+Development;Product FMEA ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Support+Work+Products%7CProduct+FMEA+ECU&projectName=Root%7CLibs%7CEngine+ECU%7CPiloting+Area+-+DGS-EC+Product+Development;Major,Series,Series - Major,Final - Major;;0;5.6;4;FMEA_002;;;;;;;;;;;;;;;;;;;
FMEA: Archive the current version of FMEA in BBM FMEA DMS.;FMEA_005;Valid;A,B,C,D,E;PjM ECU;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CPreventive+Quality%2C+Reliability+%26+Safety+Methods%7CFMEA%7CFMEA+Creation+%26+Release+%28ECU%29%7CFMEA+Release&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;;;SW-QGC4,SW-QGF;;0;5.6;4;FMEA_001;;;;;;;;;;;;;;;;;;;
EWAK: Update Indi-Spec (ECU Individualization Specification) for EWAK;NA;Valid;A,B,C,D;PEC-C;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=ECU+Individualization+Specification&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1;ECU Individualization Specification;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CECU+Individualization+Specification&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Start EWAK;;-56;5.6;11;EWAK_001;;;;;;;;;;;;;;;;;;;
Codex Compliance: Ensure all the related measures out of the codex case are implemented in the program versions;PVER_Creation_009;Valid;A,B,C,D,E;SW PD;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CProgram+Version+Delivery%7CProgram+Version+Delivery%7CEvaluate+and+document+the+quality+status+of+the+program+version&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;PVER Review Report;https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Customer+Engineering+Work+Products%7CPVER+Review+Report&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development;Major,Series, Series - Major,Final - Major;;0;5.6;2;Codex_Compliance_001;;;;;;;;;;;;;;;;;;;
