TaskID;TaskName;TaskStatus;ResponsibleRoleName;ProcessLink;Artifact;Description;TimelyRelation;PLibVersion;Milestones;ImpactCategory;PredecessorTasks;OptimisticEstimate;OptimisticEstimateComment;MostLikelyEstimate;MostLikelyEstimateComment;PessimisticEstimate;PessimisticEstimateComment;FinalEstimation;LessonsLearntFactor;EffortEstimation;RemarksAssumptions;StudyProject;SWaaP;ProductLicensedToCustomer;ExternalSuppliers(Sub)project;RBInternalSWSupplierNoPSECGuidelines;EndeavourIsInnovation;OBDResponsibilityIsAtRB;NonGenericConfigManagement;SWSharingIsDoneInProject;PrjIsNotSuccessorProject;HasSecurityRelevantRequirements;ASILD;ASILC;ASILB;ASILA;QM;EDC17Prj;SWaaPIsCustPrj
Project_066;Project: Plan for developing the SW-Config for Series Population;1;29;;;Get in Touch with your SPjM HW to clarify the exact timeline. Remark: For complex and innovative xCUs usually 7 months prior to the EWAK the HW Team finished the part list --> this is the Requirement for SW-Development to configure the SW accordingly;-196;3;24;"1;2;3;4;5";;0,5;very experienced SPjM-SW;1;average experienced SPjM-SW;2;not experienced SPjM-SW;1,083333333;1;1;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_067;Project: Perform complexity measurement & derive measures to reduce software complexity and plan for it;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Design+Software%7CSW%3A+Maintain+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;All complexity measures documented and finished;0;4;1;"1;2;3";;4;measures are to be identifed for 5 to 10 FCs;8;measures are to be identifed for 15 FCs;12;measures are to be identifed for 20FCs;8;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_closure_001;Project closure: Archive Project Folder and project-specific information for future reference;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;2;;140;1;14;"1;2;3;4;5";Project_closure_007;8;check for changes with result indi-spec does not need changes;12;knwon product, typical changes;16;complex product, new generation;12;1;12;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_closure_002;Project closure: Perform project completion meeting with customer, perform Lessons Learnt and agreement on project closure;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;45;;140;1;14;"1;2;3";;1;carry over setup;4;new setup experienced team;8;new setup, inexperienced team;4,166666667;1;4;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_closure_003;Project closure: Perform Project completion meeting with the RB project stakeholders. Do LL in the meeting;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;140;1;14;"1;2;3;4";Project_closure_002;2;carry over setup;3;new setup experienced team;5;new setup, inexperienced team;3,166666667;1;3;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_closure_004;Project closure: Transfer project information to the series maintenance team or Line Manager (Incase of CE;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;140;1;14;"1;2;3;4";Project_closure_001;4;carry over setup;8;new setup experienced team;16;new setup, inexperienced team;8,666666667;1;9;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_closure_005;Project closure: Update Project End status in MCR and update to all stakeholders;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;140;1;14;"1;2;3;4";Project_closure_001;6;check for changes with result indi-spec does not need changes;12;knwon product, typical changes;16;complex product, new generation;11,66666667;1;12;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_closure_006;Project closure: Update the security relevant documents and handover security responsibility to Product Responsible Department or Individual (PRD);1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;0;1;14;"1;2;3;4;5";Project_closure_003;2;minor updates;4;few updates;8;major updates;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_closure_007;Project closure: Close contracts of external deliveries if any;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Completion%7CExecute+project+closure+activities&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;0;1;14;"1;2;3;4";Project_closure_003;5;less work due to previous exp.;8;not much experience in vendor management;10;New to vendor management;7,833333333;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_001;Project Setup: Analyze LL from other similar projects and consider taking over best practics (complaints taken over as requirements);1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CSetup+the+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;46;;0;1;"1;4;8";"1;2;3";;3;only few LL with good Quality;15;normal amount of LL with standard Quality;40;LL hard to gather, LL Quality is poor;17,16666667;1;17;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_002;Project Setup: Set up ProjectStorage in ILM@Sharepoint;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CSetup+the+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;Create an appropriate folder structure for the project and store the project documents in project folder (refer CM-Plan) and assign user rights to Project Team Members.;0;1;"1;4;8";"1;2;3;4";;10;Project is based on a previous project;18;Medium size projects with some carry over documents;25;Large projects and many documents have to be created in newer template from Plib;17,83333333;1;18;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_003;Project Setup: Develop the Project Charter and get approval for it;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CSetup+the+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;0;1;"1;4;8";"1;2;3;4";;5;Project is based on a previous project;20;Usual PIC (B or C), experienced PjM;40;huge project. Less experience of PjM;20,83333333;1;21;;"1;2;3;4";"1;2;3;4";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_004;Project Setup: Prepare and conduct Kick-Off meeting with involved stakeholders;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CSetup+the+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;125;;0;1;"1;4;8";"3;4";PMP_008;15;Simple carry over project relatively small set of stakeholders;25;Medium project, many stakeholders;40;huge project. Complex structure with many stakeholders;25,83333333;1;26;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_005;Project Setup: Prepare the RASIC for PVER Initial Calibration (tlCE_RASIC_PVER_Initial_Calibration) and agree with Calibration team;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Artifact&elementName=Calibration+Work+Products%7CRASIC_PVER_Initial_Calibration&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;78;;0;1;1;"1;2;3;4;5";;0,5;Project is based on a previous project;1;new project, experienced PjM;3;new project, unexperienced PjM, need discussion with CAL;1,25;1;1;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_006;Project Setup: Prepare Project specific PRM strategy (Check if generic strategy fits for your project);1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Management+Processes%7CProject+Management%7CProject+Preparation%7CCreate+Project+Management+Plan&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;55;;0;1;"1;4;8";"1;2;3";PMP_002;0,5;Project is based on a previous project;2;Usual PIC (B or C), experienced CM-R;4;huge project. Less experience of CM-R;2,083333333;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_007;Project Setup: Determine the final project's category via the Project Impact Categorization template;2;4;;;;0;2;"4;8";"1;2;3;4;5";;1;based on previous Project;1,5;take it and do it;3;Discussions with PM about resizing;1,666666667;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_008;Project Setup: Develop the Project Charter and get approval for it;2;4;;;;0;2;"4;8";"1;2;3;4;5";;5;Project is based on a previous project;20;Usual PIC (B or C), experienced PjM;40;huge project. Less experience of PjM;20,83333333;1;21;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_009;Project Setup: Create an appropriate folder structure for the project and store the project documents in project folder (refer CM-Plan) and assign user rights to Project Team Members.;2;4;;;;0;2;"4;8";"1;2;3;4;5";;10;Project is based on a previous project;18;few new folders in addition to reuse concept from previous project;25;huge project. Less experience of PjM;17,83333333;1;18;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_010;Project Setup: Prepare and conduct Kick-Off meeting with involved stakeholders;2;4;;;;0;2;"4;8";"1;2;3;4;5";;15;simple project structure with many stakeholders;25;huge project. less complex structure with many stakeholders;40;huge project. Complex structure with many stakeholders;25,83333333;1;26;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_011;Project Setup: Analyze LL from other similar projects and consider taking over best practics (complaints taken over as requirements);2;4;;;;0;2;"4;8";"1;2;3;4;5";;3;only few LL with good Quality;15;normal amount of LL with standard Quality;40;LL hard to gather, LL Quality is poor;17,16666667;1;17;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_012;Project Setup: in iGPM-MCR - Plan Project Cost, Ressources and update PIC, PII (Flow categry) and ASIL level;1;4;;27;;0;1;"1;4;8";"1;2;3;4";;4;experienced project manager;6;average experienced PM;8;less experience in PM;6;1;6;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_013;Project Setup: Conduct PIA workshop;1;4;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=Support+Processes%7CPreventive+Quality%2C+Reliability+%26+Safety+Methods%7CFMEA%7CFMEA+Planning+and+Preparation%28ECU%29%7CSetup+the+Project&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;;;0;1;"1;4;8";"1;2";PMP_008;24;Experienced project manager: 1 day of workshop and defining measures;32;Average experienced project manager: 1 day of workshop and defining measures;40;less experience in project manager: 1 day of workshop and defining measures;32;1;32;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
Project_Setup_014;Project Setup: Set up the OEM Cooperation Model SW-Sharing;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementName=SW%3A+Set+up+project+development+infrastructure&projectName=DGS-EC+SW+and+Calibration+Product+Development&anon=1#;"115;150;151";;0;3;1;"1;2;3;4";;3;Take Over from previous project;12;"experienced SWSH-M; typical SW-Sharing Usecase in the department";80;"experienced SWSH-M; never used SW-Sharing Usecase in the department";21,83333333;1;22;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_001;PVER Creation: Check the development environment setup by configuring the required and valid versions of tools;1;30;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CProgram+Version+Configuration%7CSetup+the+development+environment&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;61;;0;1;"15;16;17;18;19;20;21;22;23";"1;2;3;4";;10;small number of changes (10-15ISW);20;Medium content, 15-30 ISW;30;30+ ISW with complex changes;20;1;20;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_002;PVER Delivery: Generate the necessary calibration data for the delivery and perform compliance SSD check;2;4;;;;0;2;"22;23";"1;2;3;4;5";;1;small number of changes (10-15ISW);2;Value is a detailed expert estimation done for customer negotiation;3;Value is a detailed expert estimation done for customer negotiation;2;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_003;Project: Update the project artefacts as per new Plib release;2;4;;;;0;2;"1;2;4;5;7;8;9";"1;2;3;4;5";;2;small number of changes (10-15ISW);4;Medium content, 15-30 ISW;8;30+ ISW with complex changes;4,333333333;1;4;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_004;PVER Creation: Generate the SSD rules file and perform a syntax check for an data set;1;32;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CSSD-Delivery+for+Program+Version+%28PVER%29&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;91;;0;1;"15;16;17;18;22;23";"1;2;3;4";;40;less failures due to less content of the PVER;60;Value is a detailed expert estimation done for customer negotiation;80;Value is a detailed expert estimation done for customer negotiation;60;1;60;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_005;PVER Creation: Integrate all the software elements defined in the Program Version Integration Plan;1;30;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CIntegrate+all+the+SW+elements&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;59;Consider the planned Integration Steps;0;1;"15;16;17;18;19;20;21;22;23";"1;2;3;4";PVER_Creation_010;5;small number of changes (10-15ISW);8;Medium content, 15-30 ISW;10;30+ ISW with complex changes;7,833333333;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_006;PVER Creation: Perform static and dynamic resource analysis;1;30;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CCheck+Static+and+Dynamic+SW+resources&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;96;This is to obtain memory utilisation of the project and individual components;0;1;"15;16;17;18;22;23";"1;2;3";PVER_Creation_005;10;;20;;35;;20,83333333;1;21;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_007;PVER Delivery: Review the delivery documentation/release notes by lead EPQ;2;4;;;;0;2;"22;23";"1;2;3;4;5";;10;;20;;35;;20,83333333;1;21;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_008;Release: Complete Technical customer documentation and deliver it to customer and series process.;2;4;;;;0;2;"22;23";"1;2;3;4;5";;1;teamplate exists;2;new template few experienced PM;4;new  PVP inexperienced PM;2,166666667;1;2;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_009;PVER Creation: Perform the review of PVER created using PVER-Integration Review Checklist;1;30;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CVerification+of+PVER+and+configuration+changes&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;72;;0;1;"15;16;17;18;22;23";"1;2;3;4;5";PVER_Creation_005;105;small project, carry over SW Line;172;Medium changes, new SW line;353;large project all new configuration;191;1;191;;"1;2;3;4;5";;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_010;PVER Creation: Prepare the program integration plan;1;29;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CPVER+Planning+and+PVER+Integration+Planning%7CProgram+Version+Integration+Planning&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;59;;-28;1;"15;16;17;18;19;20;22;23";"1;2;3;4";;5;small number of changes (10-15ISW);10;Medium content, 15-30 ISW;15;30+ ISW with complex changes;10;1;10;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_011;PVER Creation: Prepare the technical SW documentation and verify the document;1;32;#https://fe-ecupkit.de.bosch.com/pkit/go/process/element.do?elementType=Subprocess&elementName=SW+Product+Development%7CSW+Integration+and+SW+Integration+Test%7CProgram+Version+Creation%7CCompile+and+verify+the+technical+SW+documentation&projectName=Root%7CLibs%7CEngine+ECU%7CDGS-EC+SW+and+Calibration+Product+Development#;104;;0;1;"15;16;17;18;22;23";"1;2;3;4";PVER_Creation_005;8;teamplate exists;4;new template few experienced PM;8;new  PVP inexperienced PM;5,333333333;1;5;;;"1;2;3;4;5";FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_012;Stakeholder Requirements: Analyze the stakeholder requirements and track the open points to closure. Document the analysis reports and get the agreement from relevant stakeholders;2;4;;;;0;2;"22;23";"1;2;3;4;5";;20;small number of changes (10-15ISW);30;Medium content, 15-30 ISW;60;30+ ISW with complex changes;33,33333333;1;33;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_013;PVER Delivery: Identify production relevant changes in the PVER and update ECU Individualization Specification;2;4;;;;0;2;"22;23";"1;2;3;4;5";;40;small project, carry over SW Line;60;Medium changes, new SW line;120;large project all new configuration;66,66666667;1;67;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
PVER_Creation_014;QG related: Derive relevant topics for Product FMEA based on the BES-PE Focus analysis;2;4;;;;0;2;"4;8";"1;2;3;4;5";;3;Few changes;8;Medium changes;14;Major update in safety case;8,166666667;1;8;;;;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH
